Marca temporal,Verificación,Actualmente:,"Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [normalmente me las arreglo de una manera u otra]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [me siento orgulloso de las cosas que he logrado]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [en general, me tomo las cosas con calma]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [soy una persona con una adecuada autoestima]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [siento que puedo manejar muchas situaciones a la vez]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [soy resuelto y decidido]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [no me asusta sufrir dificultades porque ya las he sufrido en el pasado]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [soy una persona disciplinada]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [pongo interés en las cosas]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [puedo encontrar, generalmente, algo sobre lo que reirme]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [la seguridad en mi mismo me ayuda en los momentos dificiles]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [en una emergencia, soy alguien en quien la gente puede confiar]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [mi vida tiene sentido]","Por favor, lea las siguientes afirmaciones. A la derecha de cada una se encuentran siete números, que van desde “1” (totalmente en desacuerdo) a la izquierda, hasta “7” (totalmente de acuerdo) a la derecha, siendo “4” el punto intermedio. Marque el item del número que mejor indique sus sentimientos acerca de esa afirmación. 

                                  totalmente en desacuerdo                    totalmente de acuerdo [cuando estoy en una situación dificil, por lo general puedo encontrar una salida]",Género:,Edad (en números):,¿A qué facultad perteneces?,PUNTAJE
23/11/2025 14:36:17,He leído y acepto participar voluntariamente en este estudio,Estudio,4,3,5,3,5,5,6,3,4,5,5,5,2,4,Hombre,26,Ciencias Humanas,59
24/11/2025 14:11:46,He leído y acepto participar voluntariamente en este estudio,Estudio,2,3,1,3,1,3,2,2,1,2,3,1,2,3,Hombre,19,Ciencias Humanas,29
24/11/2025 17:08:54,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,5,4,6,3,3,3,5,3,5,6,3,6,7,5,Hombre,28,Ciencias Humanas,64
24/11/2025 17:16:37,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,6,6,5,5,3,5,4,4,4,5,4,4,4,Hombre,24,Ciencias Humanas,65
24/11/2025 18:22:55,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,5,6,4,5,6,5,3,3,5,6,6,5,7,6,Hombre,19,Ciencias Humanas,72
25/11/2025 12:38:32,He leído y acepto participar voluntariamente en este estudio,Estudio,5,6,6,5,5,3,4,3,5,5,5,5,5,6,Hombre,21,Ciencias Humanas,68
25/11/2025 12:40:56,He leído y acepto participar voluntariamente en este estudio,Estudio,5,6,7,7,5,4,4,4,6,7,5,6,7,6,Hombre,19,Ciencias Humanas,79
25/11/2025 12:43:28,He leído y acepto participar voluntariamente en este estudio,Estudio,4,2,3,1,2,3,3,2,4,5,3,6,4,5,Mujer,18,Ciencias Humanas,47
25/11/2025 12:46:38,He leído y acepto participar voluntariamente en este estudio,Estudio,4,6,3,2,2,4,3,2,5,6,7,4,2,6,Hombre,23,Ciencias Humanas,56
25/11/2025 12:48:25,He leído y acepto participar voluntariamente en este estudio,Estudio,7,6,4,6,6,6,4,4,6,7,6,7,6,6,Hombre,19,Ciencias Humanas,81
25/11/2025 12:51:50,He leído y acepto participar voluntariamente en este estudio,Estudio,6,7,2,5,3,3,2,2,6,5,5,6,4,6,Mujer,25,Ciencias Humanas,62
25/11/2025 12:55:32,He leído y acepto participar voluntariamente en este estudio,Estudio,6,5,2,3,4,2,3,6,6,7,5,5,7,7,Mujer,21,Ciencias Humanas,68
25/11/2025 12:59:21,He leído y acepto participar voluntariamente en este estudio,Estudio,7,7,5,6,5,5,6,5,5,6,6,6,6,6,Mujer,21,Ciencias Humanas,81
25/11/2025 13:00:51,He leído y acepto participar voluntariamente en este estudio,Estudio,7,6,5,6,5,7,6,2,6,6,6,5,6,6,No binario,19,Ciencias Humanas,79
25/11/2025 13:02:53,He leído y acepto participar voluntariamente en este estudio,Estudio,7,7,4,6,6,6,6,7,7,7,5,5,7,6,Mujer,20,Ciencias Humanas,86
25/11/2025 13:03:55,He leído y acepto participar voluntariamente en este estudio,Estudio,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Hombre,20,Ciencias economicas,16
25/11/2025 13:12:09,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,6,4,4,4,7,5,4,7,7,5,7,6,6,Mujer,18,Ciencias Humanas,79
25/11/2025 13:14:43,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,6,7,7,7,5,4,4,5,6,6,7,7,6,6,Hombre,18,Ciencias Humanas,83
25/11/2025 13:19:58,He leído y acepto participar voluntariamente en este estudio,Estudio,7,5,5,6,5,7,3,5,7,7,7,7,5,5,Hombre,22,Ciencias Humanas,81
25/11/2025 13:21:45,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,5,6,4,5,5,4,5,6,6,3,7,6,6,Hombre,19,Ciencias Humanas,75
25/11/2025 13:24:28,He leído y acepto participar voluntariamente en este estudio,Estudio,7,6,6,6,4,5,6,4,5,5,5,6,5,5,Hombre,20,Medicin Veterinaria y zootecnia,75
25/11/2025 13:27:23,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,3,6,6,6,5,6,5,5,7,6,6,2,5,Hombre,22,Ciencias Humanas,75
25/11/2025 13:29:42,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,6,3,5,7,3,5,2,4,6,5,7,6,5,Mujer,25,Ciencias,71
25/11/2025 13:32:00,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,7,6,5,6,7,6,5,5,7,6,7,6,6,Hombre,25,Ciencias,86
25/11/2025 13:33:32,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,6,7,7,5,6,6,5,6,3,7,7,2,5,Hombre,19,Ciencias,79
25/11/2025 13:35:28,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,5,3,3,5,5,7,7,6,5,2,7,4,5,Mujer,18,Medicin Veterinaria y zootecnia,71
25/11/2025 13:38:50,He leído y acepto participar voluntariamente en este estudio,Trabajo y estudio,7,3,3,5,6,2,2,2,7,6,7,5,7,7,Hombre,21,Ciencias,69
25/11/2025 13:50:53,He leído y acepto participar voluntariamente en este estudio,Estudio,6,6,5,5,6,6,5,5,6,5,5,6,7,6,Mujer,19,Ciencias Agrarias,79
25/11/2025 13:54:24,He leído y acepto participar voluntariamente en este estudio,Estudio,6,5,6,4,6,6,5,4,5,6,5,6,5,6,Mujer,24,Ciencias Agrarias,75
